3.84019, 0.394383
3.78264, 0.850797
3.90982, 0.30225
3.33111, 0.925237
3.27047, 0.763239
3.46598, 0.890338
3.34835, 0.826986
3.92987, 1.2818
3.60652, 1.13482
3.10467, 1.07627
2.97072, 0.763831
3.08211, 1.3766
3.09112, 1.02468
3.0529, 0.783662
3.90981, 0.944023
3.41071, 1.61557
3.49642, 1.12294
3.50647, 1.4014
3.34675, 1.89983
3.12907, 1.74806
3.34582, 1.79597
3.20097, 1.96663
3.06487, 1.47628
3.56924, 2.09122
2.81039, 2.16954
3.24492, 1.35391
2.8886, 1.97834
3.56325, 1.71086
2.71301, 1.42844
3.08156, 1.51752
2.83636, 2.47063
3.47371, 2.39603
2.81081, 2.12952
2.89122, 2.39417
2.99965, 2.3453
2.98906, 1.76001
2.86469, 2.69519
3.32672, 2.5264
2.64833, 2.58552
2.97142, 2.24201
2.98599, 2.09434
2.70423, 2.84825
3.05864, 2.33773
2.42303, 2.93937
2.50838, 2.77065
3.07779, 2.70996
2.74128, 3.0167
2.48555, 3.11803
2.40583, 3.0442
2.6524, 3.1751
2.41085, 2.51396
2.83821, 3.25157
1.99464, 3.24509
2.44653, 2.82786
2.38295, 2.70811
2.50673, 2.76491
2.12461, 2.71322
1.82145, 2.79225
2.1462, 2.96065
1.71472, 3.47831
1.60317, 2.72415
1.94987, 3.38433
2.39317, 3.58385
2.04642, 3.05621
2.06488, 3.06505
1.56202, 2.95118
1.8047, 2.98505
1.32458, 3.49366
1.24929, 3.57502
1.23921, 3.54581
1.10059, 3.76918
1.02923, 3.35812
1.10326, 3.09323
1.67491, 3.60157
1.48348, 3.85119
1.41592, 3.65751
0.819246, 3.04579
1.19506, 3.00134
0.693641, 3.1391
1.03385, 3.76456
1.09426, 3.71
0.521242, 3.12087
1.41751, 3.17513
1.25556, 3.10311
1.31138, 3.03762
1.13201, 3.06091
0.213431, 3.91576
0.7509, 3.17626
0.26783, 3.38986
0.965384, 3.81924
0.359095, 3.55249
0.527073, 3.45212
0.582689, 3.09781
0.3738, 3.75318
0.0950257, 3.98492
0.315504, 3.8662
0.434224, 3.61248
-0.330187, 3.72544
0.415719, 3.89618
0.403968, 3.7941
0.45849, 3.69823
0.330939, 3.92848
0.0431453, 3.4317
-0.510885, 3.75312
0.163183, 2.98788
-0.12675, 3.14582
-0.197432, 3.11292
-0.176495, 3.18578
-0.598274, 3.0846
-0.902543, 3.46963
-0.802404, 3.47021
-0.564418, 3.77221
-0.843778, 3.32766
-0.452925, 2.8748
-0.748727, 3.33318
-0.323537, 3.16984
-0.978762, 3.54407
-0.927458, 2.67625
-1.06347, 3.24732
-0.621186, 2.85775
-0.824524, 3.08103
-1.06318, 2.87646
-0.877671, 2.7267
-1.01209, 2.55688
-1.26359, 3.1831
-1.04679, 3.0951
-1.41624, 2.61167
-1.19634, 3.02306
-1.11626, 2.69241
-1.14752, 2.53365
-1.00745, 2.98289
-1.31505, 2.52139
-1.47495, 2.31708
-1.7855, 3.07145
-1.39785, 2.25176
-2.01004, 2.48292
-1.58133, 2.67719
-1.5275, 2.33477
-1.45367, 2.29577
-1.93449, 2.15793
-1.31377, 1.93194
-1.50405, 2.21944
-2.17583, 2.28348
-1.43727, 2.72438
-1.66218, 2.46243
-2.33631, 2.40652
-2.10328, 2.45185
-1.57296, 2.55019
-1.68223, 1.79331
-1.77785, 2.09316
-2.30079, 2.40493
-1.71422, 2.32841
-2.1507, 1.98461
-2.51026, 1.63588
-1.8318, 1.80751
-2.25526, 2.1168
-2.24466, 1.51126
-2.58109, 1.85637
-2.054, 1.26288
-2.19763, 1.56753
-1.98094, 1.75031
-2.65835, 1.19867
-2.35464, 1.04831
-2.73068, 1.23756
-2.55898, 1.75881
-1.98929, 1.39855
-2.07406, 1.54389
-2.42704, 1.00982
-2.54012, 1.28257
-2.336, 0.831333
-2.80319, 0.59349
-2.85522, 1.11651
-2.60721, 0.705789
-2.64625, 0.456757
-2.55624, 1.24808
-2.40501, 0.526929
-2.33395, 0.971047
-2.50846, 0.31428
-2.11514, 0.730364
-2.48183, 0.260201
-2.44244, 0.426199
-2.1696, 0.342031
-2.75385, 0.221315
-2.26653, 0.481646
-2.00785, 0.128974
-2.09102, -0.125393
-2.57278, -0.308177
-2.19436, 0.408778
-2.67713, -0.302851
-2.09753, 0.251702
-2.90526, -0.0718394
-1.95841, 0.135482
-2.72356, -0.149841
-2.05793, -0.580934
-2.81133, -0.34287
-2.59601, -0.119337
-2.07469, -0.69521
-2.81741, -0.823693
-2.39545, -0.146183
-2.14448, -0.534144
-2.69997, -0.436424
-2.22211, -0.545205
-2.18651, -0.761903
-2.45723, -0.28347
-2.26405, -1.05039
-2.10919, -0.742108
-2.07746, -0.718917
-2.43936, -0.532163
-2.57875, -1.30958
-1.70013, -1.28478
-2.11634, -1.27451
-1.74473, -1.25429
-2.18695, -0.71148
-2.17176, -0.819008
-1.82797, -1.64125
-2.19999, -0.942472
-1.80109, -0.927252
-2.08775, -1.58444
-2.16601, -1.23454
-2.22171, -1.21336
-1.51587, -1.2089
-2.06378, -1.56699
-1.91378, -1.57338
-1.96307, -1.66025
-1.62517, -1.92925
-1.56592, -2.10674
-1.70376, -1.77585
-1.74059, -1.45665
-1.74695, -1.57978
-1.41586, -1.34454
-1.24238, -1.48835
-1.19011, -2.01949
-1.2011, -2.35803
-1.27249, -1.552
-1.14491, -1.78436
-1.20221, -2.05675
-1.31542, -1.76825
-0.83202, -1.8382
-1.43688, -2.51125
-1.48155, -1.88578
-1.31238, -1.97912
-0.754128, -2.05603
-1.40729, -2.64313
-1.05673, -2.41145
-0.659745, -1.83883
-1.08669, -2.37757
-0.552869, -1.86163
-0.518888, -2.44829
-0.238806, -2.59529
-0.917965, -2.29728
-0.197103, -2.14342
-0.0725344, -2.64544
-0.53253, -2.1471
-0.00819111, -2.32152
-0.0879527, -1.9513
-0.543338, -1.9712
-0.174323, -1.97747
-0.180446, -2.37054
0.315394, -2.1348
0.241712, -2.35038
0.136256, -1.95912
0.466548, -2.63852
0.45679, -2.38165
0.272163, -2.21831
0.461836, -2.18866
0.00131735, -2.38421
0.261295, -2.82574
0.638483, -2.1308
0.768323, -2.33376
0.360125, -2.38756
0.596899, -2.3544
0.590914, -2.8512
0.68372, -2.96521
0.857918, -2.47774
1.04188, -2.47764
0.374115, -2.49877
0.823934, -2.93507
1.17996, -2.59298
1.05518, -2.51868
0.613285, -2.54999
0.767977, -2.54766
0.589884, -2.22728
1.19746, -2.1215
1.25754, -2.47637
1.20313, -1.91572
0.83518, -2.82352
1.46768, -2.28651
1.09972, -2.64913
1.55729, -1.92966
1.71464, -2.3737
1.46462, -1.96849
2.02777, -1.85183
2.02291, -2.01454
1.50576, -2.22477
1.43935, -2.26309
2.21768, -2.25275
2.19943, -1.72911
1.54574, -2.21498
2.18864, -1.8824
2.35921, -2.36627
2.26161, -1.63457
1.87696, -2.16912
2.15054, -1.9897
2.25608, -2.32498
2.15554, -2.12701
2.37461, -1.54093
1.97405, -1.82051
2.67088, -2.28613
2.22054, -2.16503
2.53448, -1.73875
2.60492, -1.70179
2.02704, -1.70326
2.57101, -1.98681
2.06491, -1.85022
2.09305, -1.23433
2.72275, -1.35063
3.04522, -1.1507
2.36713, -1.59801
2.71716, -1.21216
2.90314, -1.0025
2.45347, -1.63547
3.21364, -1.52193
3.26346, -1.09935
2.87171, -1.53246
3.37369, -1.64103
3.32314, -1.09753
3.20578, -0.753039
2.70008, -1.35163
2.71131, -1.38678
3.19763, -1.36888
2.72475, -1.27245
3.57078, -1.44056
2.80967, -1.28843
3.13487, -0.713426
3.6116, -1.21426
3.33315, -1.1973
3.13438, -0.723779
3.1981, -0.879016
3.02562, -0.211429
3.36691, -0.884395
2.85379, -0.594217
3.65046, -0.223322
3.20955, 0.0709189
2.90458, -0.353567
3.08473, -0.16512
3.59756, -0.448841
3.80023, -0.0790539
3.26459, -0.624685
3.70114, 0.179595
3.64359, 0.109495
3.85861, -0.208005
3.71554, -0.17137
3.78017, -0.228456
3.56875, -0.312169
3.08502, -0.15631
3.23273, -0.125297
3.58181, -0.151217
3.88544, 0.788494
3.05419, 0.820521
3.46859, 0.204612
3.58701, 0.168837
